timestep,timestamp,error,lap_number
1,0.003505706787109375,0.17187499999998934,1
2,0.11310982704162598,0.17187499999998934,1
3,0.22325491905212402,0.24766483516481586,1
4,0.33391785621643066,0.3524610805860675,1
5,0.4404139518737793,0.38674450549449446,1
6,0.5494709014892578,0.2248511904761834,1
7,0.6590869426727295,0.20519688644687406,1
8,0.7660300731658936,0.5408424908424792,1
9,0.9810159206390381,0.9551854395604167,1
10,1.0871148109436035,2.6105883699633523,1
11,1.1935148239135742,3.6916781135530954,1
12,1.2978358268737793,5.010428113553097,1
13,1.4043488502502441,6.541037087912066,1
14,1.5107760429382324,11.203411172161154,1
15,1.6142919063568115,18.984123168498158,1
16,1.7236568927764893,21.65955815018313,1
17,1.8340630531311035,19.857749542124523,1
18,1.939547061920166,18.933104395604367,1
19,2.0494699478149414,19.50507097069594,1
20,2.1581408977508545,17.891266025641002,1
21,2.2666449546813965,11.258997252747236,1
22,2.3762738704681396,4.991895604395587,1
23,2.48398494720459,9.03060897435899,1
24,2.5910749435424805,19.648168498168506,1
25,2.7009971141815186,25.90248397435898,1
26,2.910684823989868,31.528212422949267,1
27,3.1256470680236816,34.79556650246305,1
28,3.2363100051879883,3.312499999999986,1
29,3.345820903778076,7.235267857142823,1
30,3.4517197608947754,12.301636904761892,1
31,3.556518793106079,24.31002747252745,1
32,3.657144069671631,24.31002747252745,1
33,3.7666590213775635,1.7763568394002505e-14,1
34,3.8760759830474854,1.7763568394002505e-14,1
35,3.986022710800171,29.963484432234402,1
36,4.096674919128418,24.936423992673966,1
37,4.311165809631348,29.636504120879096,1
38,4.418721914291382,1.7763568394002505e-14,1
39,4.525268793106079,1.7763568394002505e-14,1
40,4.635433912277222,25.7710279304029,1
41,4.746348857879639,14.276717032967007,1
42,4.856812953948975,10.621485805860779,1
43,4.966234922409058,15.775457875457846,1
44,5.072041988372803,19.903285256410236,1
45,5.1804420948028564,19.067754120879094,1
46,5.390033721923828,19.058138736263707,1
47,5.50020694732666,7.6374999999999815,1
48,5.6100828647613525,0.09978250915753151,1
49,5.717253923416138,7.448580586080599,1
50,5.826853036880493,16.8476533882784,1
51,5.934177875518799,26.682715201465207,1
52,6.038739919662476,31.677572309151255,1
53,6.144631862640381,32.00084033613445,1
54,6.24751091003418,27.34701236263737,1
55,6.461647987365723,18.265945512820522,1
56,6.571647882461548,5.821314102564116,1
57,6.680896997451782,0.73902243589745,1
58,6.789073705673218,9.716185897435885,1
59,6.899764776229858,25.2548878205128,1
60,7.008687973022461,31.123636794689418,1
61,7.1183857917785645,1.7763568394002505e-14,1
62,7.227874994277954,1.7763568394002505e-14,1
63,7.3387908935546875,1.7763568394002505e-14,1
64,7.553062915802002,32.10724637681154,1
65,7.6591949462890625,16.93222298534795,1
66,7.766120910644531,23.60151957919347,1
67,7.873644828796387,31.62500000000005,1
68,7.983543872833252,1.7763568394002505e-14,1
69,8.090195894241333,1.7763568394002505e-14,1
70,8.200249910354614,17.060920329670317,1
71,8.310446977615356,1.7483859890109699,1
72,8.420872926712036,10.374793956043945,1
73,8.636128902435303,23.984126984126952,1
74,8.746004819869995,17.06731913919411,1
75,8.855655908584595,8.93885073260072,1
76,8.965519905090332,7.37936126373625,1
77,9.073610782623291,6.007612179487168,1
78,9.183666944503784,2.8755494505494426,1
79,9.29199504852295,0.5356341575091754,1
80,9.402577877044678,1.8447000915751026,1
81,9.510263919830322,0.6872710622710727,1
82,9.722553968429565,1.3107944139194032,1
83,9.832765817642212,3.059100274725239,1
84,9.93956184387207,4.629922161172139,1
85,10.04985785484314,7.416323260073234,1
86,10.159586906433105,14.98389423076921,1
87,10.26746392250061,20.206467490842464,1
88,10.37736701965332,16.378811813186793,1
89,10.483705043792725,12.864697802197782,1
